SMILES,pEC50,counter_pEC50,Emax,counter_Emax,sc_log2fc,is_reactive
Brc1c(NC2=NCCN2)ccc2nccnc12,,,,,0.1738814541962061,0
Brc1ccc(-c2n[nH]cc2CN2CCN(C3CCOCC3)CC2)cc1,,,,,0.0425571030370306,0
Brc1ccc(-c2noc(-c3ccnn3C3CCCC3)n2)o1,,,,,0.6408199797610119,0
Brc1ccc(Cc2nc(N3CCNCC3)no2)c2ccccc12,,,,,0.4633934018057949,0
Brc1ccc2[nH]c(-c3noc([C@@H]4C[C@H]5CC[C@@H]4O5)n3)cc2c1,,,,,0.2785083161124077,0
Brc1cccc(C2CCN(c3ncnc4nc[nH]c34)C2)c1,,,,,-0.1212508996187197,0
Brc1cccc2c1OCCC2Nc1ncnc2[nH]ncc12,,,,,0.1784684423854761,0
Brc1cnc(C2CCCN2c2ncnc3[nH]ncc23)nc1,,,,,0.3340985132049637,0
Brc1cnc(C2CCCN2c2ncnc3c2CCC3)nc1,,,,,0.385570386956672,0
Brc1cncc(-c2cn(Cc3ncc(C4CC4)o3)nn2)c1,,,,,0.4343517844837141,0
Brc1cnn2ccnc(NCC3(N4CCOCC4)CCCOC3)c12,,,,,0.2073871845099248,0
C#CC1(O)CCN(C(=O)NCCc2c(C)[nH]c3ccccc23)CC1,,,,,0.3001529170724788,0
C#CCCC(=O)Nc1nc(-c2ccc(NS(C)(=O)=O)cc2)cs1,,,,,-0.0702505900956758,0
C#CCCN1CCCN(c2ncc(S(N)(=O)=O)cn2)CC1,,,,,0.1489602365167385,0
C#CCN(C(=O)c1cnc(Nc2ccc(F)c(F)c2)c(Cl)c1)C1CCN(C)CC1,,,,,0.603073068482619,0
C#CCNC(=O)CSc1nnc(Nc2ccc(C(C)C)cc2)s1,,,,,0.5370796482277591,0
C#CCN[C@@H]1CCc2ccccc21,,,,,-0.0054108001109182,0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,,,,,0.3657011340878286,0
C#Cc1ccc(-c2nnc([C@H]3CCO[C@@H]3c3ccccc3)[nH]2)nc1,,,,,0.2559503112666905,0
C#Cc1ccc(C2CCCN2C(=O)c2cnccc2C)cc1,,,,,0.7186897294005172,0
C(=C\c1ccccc1)/CN1CCN(C(c2ccccc2)c2ccccc2)CC1,,,,,0.47106719056595,0
C1=C(CCNc2ncnc3c2cnn3-c2ncccn2)CCOC1,,,,,-0.0026793658847717,0
C1=CC2(CCCN(c3ccc4nccnc4n3)C2)Oc2ccccc21,,,,,0.6504846409679048,0
C1=C[C@@H](CNc2ncnc3c2cnn3-c2ccccc2)[C@H]2CO[C@@H]1C2,,,,,0.568046541585722,0
C1CNCCN1,,,,,0.0016156118006748,0
C1N2CN3CN1CN(C2)C3,,,,,-0.0639379867766875,0
C=C(C)C1OCCC1CNC(=O)CCn1c(C)c(C)sc1=O,,,,,0.0699347138137583,0
C=C(C)C1OCCC1CNC(=O)N1CCC(c2c[nH]c3ccccc23)CC1,,,,,0.6647967154291932,0
C=C(C)C1OCCC1CNC(=O)NC1CS(=O)(=O)c2ccccc21,,,,,0.2533598547208373,0
C=C(C)CCN(CC(=O)NC)C(=O)c1ccc(NC(C)=O)c(F)c1,,,,,0.0404355671376712,0
C=C(C)CN1CCC(NC(=O)C2CCCN(C(=O)C(C)(C)C)C2)CC1,,,,,0.1904965359998884,0
C=C(C)Cn1c(-c2cnccn2)nnc1N1CCC(C)(COC)CC1,,,,,0.3102074670755422,0
C=C(C)Cn1c(C(O)C2CC2)nnc1N1CCC2(CCCCO2)CC1,,,,,0.615164259745524,0
C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,,,,,0.052105796662776,1
C=C1CCN(C(=O)NCc2ccc(S(=O)(=O)NC3CC3)cc2)CC1,,,,,0.4783221938332094,0
C=C1COc2c(C(=O)NCc3n[nH]c4ccc(Cl)cc34)cnn2C1,,,,,0.2973042222501391,0
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,,,,,0.632609043950316,1
C=CC(COC)NC(=O)N1CCC(c2cncn2C)CC1,,,,,0.0616398132748682,0
C=CC(N)CCC(=O)O,,,,,-0.0702564553404742,0
C=CCC(NC(=O)c1ccc(Cl)c(-c2cn(C3CCCN(CC)C3=O)nn2)c1)C(=O)O,,,,,-0.0028499561250352,0
C=CCC1(O)CN(S(=O)(=O)c2cnn(C3CCCC3)c2)C1,,,,,0.6716297011557644,0
C=CCCCCCCCCC(=O)O,,,,,-0.1283980091527117,0
C=CCCc1ccc(S(=O)(=O)Nc2ccc3oc(=O)cc(O)c3c2)cc1,,,,,0.0778692286090455,0
C=CCN(C)c1ccc(S(N)(=O)=O)cc1C(=O)N[C@H](C)C(=O)O,,,,,0.0333257878107587,0
C=CCN1CCC(NC2CC3(C2)CC3NC(=O)OC(C)(C)C)CC1,,,,,0.4318226405268004,0
C=CCN1CCC(n2cnc3c(sc4ncccc43)c2=O)C1=O,,,,,0.075220367203864,0
C=CCOc1ccccc1CNC(=O)c1cnn(-c2ccc(=O)[nH]n2)c1C,,,,,0.4348689136463957,0
C=CCSc1ccccc1NC(=O)C(=O)N1CCN(C(=O)c2ccc(F)cc2)CC1,,,,,0.3096516648811271,0
C=CC[C@@H]1C=C(C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](C(C)=C[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,,,,,0.8676154774024661,0
C=CCc1ccc(O)c(OC)c1,,,,,0.3562848908352996,0
C=CCn1c(C(O)CC(C)C)nnc1N1CCN(CCc2cccs2)CC1,,,,,0.237188428649026,0
C=CCn1c(SCCC2COC2)nnc1-c1ccccc1,,,,,0.6096858407056963,0
C=C[C@@H]1OCC[C@H]1CNC(=O)N1CCOC(CS(C)(=O)=O)C1,,,,,-0.0303642804863464,0
C=C[C@@H]1OCC[C@H]1NC(=O)NCCc1c[nH]c2ccc(C)cc12,,,,,0.5671940976999587,0
C=C[C@@H]1OCC[C@H]1NC(=O)c1oc2ccc(Br)cc2c1C,,,,,0.4048119886870542,0
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,,,,,0.4876593100988974,0
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,,,,,0.4524163595220207,0
CC#CCCN1CCC(Cc2nc(-c3ccc(F)cn3)no2)CC1,,,,,0.2364374654548525,0
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,,,,,0.4173772569077879,0
CC(=O)C(=O)O,,,,,0.1377184113424637,0
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,,,,,0.4419469066923089,0
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,,,,,-0.102703220903507,0
CC(=O)N(C)Cc1cn(Cc2cc(-c3ccco3)on2)nn1,,,,,0.2800496478094713,0
CC(=O)N(C)c1ccc(NC(=O)C(C)c2cnn(C)c2)cn1,,,,,-0.0581498906645102,0
CC(=O)N(C)c1ccc(NC(=O)N2CCOCCC2C)cn1,,,,,-0.1157755029386251,0
CC(=O)N(C)c1ccc(NC(=O)Nc2cnn(C3CCCC3)c2)cn1,,,,,0.2310410281397163,0
CC(=O)N(C)c1cccc(NC(=O)C2(C(=O)O)CCC2)c1,,,,,-0.0531161924246656,0
CC(=O)N(C)c1cccc(NC(=O)C2CN(C(=O)C3CCCCC3)C2)c1,,,,,0.0409173060618791,0
CC(=O)N(CC(=O)O)C1CCCN(C(=O)C(c2ccccc2)n2cccn2)CC1,,,,,-0.0584489703840397,0
CC(=O)N(Cc1ccc(Nc2ncnc3c2ncn3C)cc1)C1CC1,,,,,0.0721531936289352,0
CC(=O)N(c1ccc(NC(=O)N2CCN(c3nccnc3C)CC2)cc1)C1CC1,,,,,-0.0325807264497209,0
CC(=O)N1C=Cc2ccccc2C1CC(=O)NCC(C)C(=O)O,,,,,0.2169578604587892,0
CC(=O)N1CC(Nc2cccc(-c3nnnn3C3CC3)c2)C1,,,,,0.4631222361937561,0
CC(=O)N1CC(OCC(=O)N2CCC(c3ccnn3C)CC2)C1,,,,,0.307376923480112,0
CC(=O)N1CC(OCC(=O)N2CCN(c3ccccc3)C(C)C2)C1,,,,,0.1545487140852351,0
CC(=O)N1CC2(C1)C(C(=O)N(Cc1ccccn1)CC(C)C)CCS2(=O)=O,,,,,0.3536731450613343,0
CC(=O)N1CC2(CCN(C(=O)c3ccc4nc(C)sc4c3)CC2)[C@H]2COC[C@H]21,,,,,0.1250871407841953,0
CC(=O)N1CCC(C(=O)Nc2nc(-c3ccccc3F)cs2)CC1,,,,,-0.1681109771750011,0
CC(=O)N1CCC(C)(C(=O)NCCc2cnc3ccccc3c2)C1,,,,,0.2452383134022926,0
CC(=O)N1CCC(C)(C(=O)Nc2cccc(Oc3ccccc3)n2)C1,,,,,0.1005691048235285,0
CC(=O)N1CCC(CNC(=O)c2c(C)c3ccccc3oc2=O)CC1,,,,,0.1665222904930226,0
CC(=O)N1CCC(CNC(=O)c2ccc(C(F)F)cc2F)C1,,,,,-0.0874769275549726,0
CC(=O)N1CCC(CNC[C@H](O)c2ccc(Cl)c(Cl)c2)CC1,,,,,-0.0157341825294976,0
CC(=O)N1CCC(NC(=O)CCc2ccn(C)n2)c2ccccc21,,,,,0.2429791754113507,0
CC(=O)N1CCC(NC(=O)COc2ccc(C(F)(F)F)cc2C)CC1,,,,,0.0648354908718636,0
